Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(SubSkills),Opportunity(SubSkills),KC(KTracedSkills),Opportunity(KTracedSkills)
14,stu_cc883f541b,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-083,2,Digit1-6,2009-04-16 14:29:49.0,2009-04-16 14:29:51.0,2009-04-16 14:29:51.0,2009-04-16 14:29:51.0,1.0,1.0,,1,0,0,1,,,,
15,stu_cc883f541b,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-083,2,Digit1-7,2009-04-16 14:29:49.0,2009-04-16 14:29:51.0,2009-04-16 14:29:51.0,2009-04-16 14:29:51.0,1.0,1.0,,1,0,0,1,,,,
16,stu_cc883f541b,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-083,2,DigitAnswer-7,2009-04-16 14:29:51.0,2009-04-16 14:30:03.0,2009-04-16 14:30:03.0,2009-04-16 14:30:03.0,12.0,12.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- no carry,1~~1~~1~~1,Calculate sum digit from 2 digits-1~~Calculate sum digit -- no carry-1,1~~1
17,stu_cc883f541b,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-083,2,DigitAnswer-6,2009-04-16 14:30:03.0,2009-04-16 14:30:07.0,2009-04-16 14:30:07.0,2009-04-16 14:30:07.0,4.0,4.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- no carry,2~~2~~2~~2,Calculate sum digit from 2 digits-1~~Calculate sum digit -- no carry-1,2~~2
18,stu_cc883f541b,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-083,2,DigitAnswer-5,2009-04-16 14:30:07.0,2009-04-16 14:30:12.0,2009-04-16 14:30:12.0,2009-04-16 14:30:12.0,5.0,5.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- no carry,3~~3~~3~~3,Calculate sum digit from 2 digits-1~~Calculate sum digit -- no carry-1,3~~3
19,stu_cc883f541b,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-083,2,DigitAnswer-4,2009-04-16 14:30:12.0,2009-04-16 14:30:15.0,2009-04-16 14:30:15.0,2009-04-16 14:30:15.0,3.0,3.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- no carry,4~~4~~4~~4,Calculate sum digit from 2 digits-1~~Calculate sum digit -- no carry-1,4~~4
20,stu_cc883f541b,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-083,2,CompleteAnswer,2009-04-16 14:30:15.0,2009-04-16 14:30:33.0,2009-04-16 14:30:33.0,2009-04-16 14:30:33.0,18.0,18.0,,1,0,0,1,,,,
21,stu_cd3d8715b3,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-165,1,Digit1-7,2008-09-10 15:06:04.0,2008-09-10 15:06:19.0,2008-09-10 15:06:19.0,2008-09-10 15:06:19.0,15.0,15.0,,1,0,0,1,,,,
22,stu_cd3d8715b3,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-165,1,Digit1-6,2008-09-10 15:06:19.0,2008-09-10 15:06:27.0,2008-09-10 15:06:27.0,2008-09-10 15:06:27.0,8.0,8.0,,1,0,0,1,,,,
23,stu_cd3d8715b3,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-165,1,Digit1-5,2008-09-10 15:05:56.0,2008-09-10 15:06:04.0,2008-09-10 15:06:36.0,2008-09-10 15:06:36.0,17.0,,17.0,0,1,0,1,,,,
24,stu_cd3d8715b3,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-165,1,Digit1-4,2008-09-10 15:05:47.0,2008-09-10 15:05:56.0,2008-09-10 15:06:54.0,2008-09-10 15:06:54.0,27.0,,27.0,0,1,0,1,,,,
25,stu_cd3d8715b3,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-165,1,Digit1-3,2008-09-10 15:05:37.0,2008-09-10 15:05:47.0,2008-09-10 15:07:08.0,2008-09-10 15:07:08.0,24.0,,24.0,0,1,0,1,,,,
26,stu_cd3d8715b3,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-165,1,Digit1-2,2008-09-10 15:05:09.0,2008-09-10 15:05:37.0,2008-09-10 15:07:26.0,2008-09-10 15:07:26.0,46.0,,46.0,0,1,0,1,,,,
27,stu_cd3d8715b3,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-165,1,Digit1-1,2008-09-10 15:04:31.0,2008-09-10 15:05:03.0,2008-09-10 15:07:46.0,2008-09-10 15:07:46.0,58.0,,58.0,0,3,0,1,,,,
28,stu_cd3d8715b3,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-165,1,Digit2-7,2008-09-10 15:07:46.0,2008-09-10 15:07:57.0,2008-09-10 15:07:57.0,2008-09-10 15:07:57.0,11.0,11.0,,1,0,0,1,,,,
29,stu_cd3d8715b3,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-165,1,Digit2-6,2008-09-10 15:07:57.0,2008-09-10 15:08:05.0,2008-09-10 15:08:05.0,2008-09-10 15:08:05.0,8.0,8.0,,1,0,0,1,,,,
30,stu_cd3d8715b3,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-165,1,Digit2-5,2008-09-10 15:08:05.0,2008-09-10 15:08:14.0,2008-09-10 15:08:14.0,2008-09-10 15:08:14.0,9.0,9.0,,1,0,0,1,,,,
31,stu_cd3d8715b3,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-165,1,Digit2-4,2008-09-10 15:08:14.0,2008-09-10 15:08:22.0,2008-09-10 15:08:22.0,2008-09-10 15:08:22.0,8.0,8.0,,1,0,0,1,,,,
32,stu_cd3d8715b3,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-165,1,Operation,2008-09-10 15:08:22.0,2008-09-10 15:08:31.0,2008-09-10 15:08:31.0,2008-09-10 15:08:31.0,9.0,9.0,,1,0,0,1,Identify operator,1,Identify operator-1,1
33,stu_cd3d8715b3,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-165,1,DigitAnswer-7,2008-09-10 15:08:31.0,2008-09-10 15:08:40.0,2008-09-10 15:08:40.0,2008-09-10 15:08:40.0,9.0,9.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter difference digit -- DON'T TRACK ME~~Calculate difference digit from 2 digits~~Calculate difference digit -- no borrow,1~~1~~1~~1,Calculate difference digit from 2 digits-1~~Calculate difference digit -- no borrow-1,1~~1
34,stu_cd3d8715b3,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-165,1,DigitAnswer-6,2008-09-10 15:08:40.0,2008-09-10 15:08:55.0,2008-09-10 15:08:55.0,2008-09-10 15:08:55.0,15.0,15.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter difference digit -- DON'T TRACK ME~~Calculate difference digit from 2 digits~~Calculate difference digit -- no borrow,2~~2~~2~~2,Calculate difference digit from 2 digits-1~~Calculate difference digit -- no borrow-1,2~~2
35,stu_cd3d8715b3,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-165,1,DigitAnswer-5,2008-09-10 15:08:55.0,2008-09-10 15:09:01.0,2008-09-10 15:09:01.0,2008-09-10 15:09:01.0,6.0,6.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter difference digit -- DON'T TRACK ME~~Calculate difference digit from 2 digits~~Calculate difference digit -- no borrow,3~~3~~3~~3,Calculate difference digit from 2 digits-1~~Calculate difference digit -- no borrow-1,3~~3
36,stu_cd3d8715b3,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-165,1,DigitAnswer-4,2008-09-10 15:09:01.0,2008-09-10 15:09:07.0,2008-09-10 15:09:07.0,2008-09-10 15:09:07.0,6.0,6.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter difference digit -- DON'T TRACK ME~~Calculate difference digit from 2 digits~~Calculate difference digit -- no borrow,4~~4~~4~~4,Calculate difference digit from 2 digits-1~~Calculate difference digit -- no borrow-1,4~~4
37,stu_cd3d8715b3,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-165,1,DigitAnswer-3,2008-09-10 15:09:07.0,2008-09-10 15:09:12.0,2008-09-10 15:09:12.0,2008-09-10 15:09:12.0,5.0,5.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter difference digit -- DON'T TRACK ME~~Calculate difference digit -- no borrow~~Calculate difference digit from 1 digit,5~~5~~5~~1,Calculate difference digit -- no borrow-1~~Calculate difference digit from 1 digit-1,5~~1
38,stu_cd3d8715b3,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-165,1,DigitAnswer-2,2008-09-10 15:09:12.0,2008-09-10 15:09:18.0,2008-09-10 15:09:18.0,2008-09-10 15:09:18.0,6.0,6.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter difference digit -- DON'T TRACK ME~~Calculate difference digit -- no borrow~~Calculate difference digit from 1 digit,6~~6~~6~~2,Calculate difference digit -- no borrow-1~~Calculate difference digit from 1 digit-1,6~~2
39,stu_cd3d8715b3,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-165,1,CompleteAnswer,2008-09-10 15:09:18.0,2008-09-10 15:11:52.0,2008-09-10 15:13:04.0,2008-09-10 15:13:04.0,226.0,,226.0,0,0,1,1,,,,
40,stu_42051b9bad,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit1-7,2008-09-10 14:06:23.0,2008-09-10 14:07:27.0,2008-09-10 14:07:27.0,2008-09-10 14:07:27.0,64.0,64.0,,1,0,0,1,,,,
41,stu_42051b9bad,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit1-2,2008-09-10 14:07:27.0,2008-09-10 14:07:43.0,2008-09-10 14:07:43.0,2008-09-10 14:07:43.0,16.0,16.0,,1,0,0,1,,,,
42,stu_42051b9bad,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit1-3,2008-09-10 14:07:43.0,2008-09-10 14:07:50.0,2008-09-10 14:07:50.0,2008-09-10 14:07:50.0,7.0,7.0,,1,0,0,1,,,,
43,stu_42051b9bad,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit1-4,2008-09-10 14:07:50.0,2008-09-10 14:08:01.0,2008-09-10 14:08:01.0,2008-09-10 14:08:01.0,11.0,11.0,,1,0,0,1,,,,
44,stu_42051b9bad,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit1-5,2008-09-10 14:08:01.0,2008-09-10 14:08:06.0,2008-09-10 14:08:06.0,2008-09-10 14:08:06.0,5.0,5.0,,1,0,0,1,,,,
45,stu_42051b9bad,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit1-6,2008-09-10 14:08:06.0,2008-09-10 14:08:12.0,2008-09-10 14:08:12.0,2008-09-10 14:08:12.0,6.0,6.0,,1,0,0,1,,,,
46,stu_42051b9bad,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Operation,2008-09-10 14:08:12.0,2008-09-10 14:08:21.0,2008-09-10 14:08:21.0,2008-09-10 14:08:21.0,9.0,9.0,,1,0,0,1,Identify operator,1,Identify operator-1,1
47,stu_42051b9bad,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit2-4,2008-09-10 14:08:21.0,2008-09-10 14:08:28.0,2008-09-10 14:08:28.0,2008-09-10 14:08:28.0,7.0,7.0,,1,0,0,1,,,,
48,stu_42051b9bad,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit2-5,2008-09-10 14:08:28.0,2008-09-10 14:08:31.0,2008-09-10 14:08:31.0,2008-09-10 14:08:31.0,1.5,1.5,,1,0,0,1,,,,
49,stu_42051b9bad,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit2-6,2008-09-10 14:08:28.0,2008-09-10 14:08:31.0,2008-09-10 14:08:36.0,2008-09-10 14:08:36.0,6.5,,6.5,0,1,0,1,,,,
50,stu_42051b9bad,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit2-7,2008-09-10 14:08:36.0,2008-09-10 14:08:44.0,2008-09-10 14:08:44.0,2008-09-10 14:08:44.0,8.0,8.0,,1,0,0,1,,,,
51,stu_42051b9bad,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,DigitAnswer-2,2008-09-10 14:08:55.0,2008-09-10 14:09:24.0,2008-09-10 14:09:24.0,2008-09-10 14:09:24.0,29.0,29.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter difference digit -- DON'T TRACK ME~~Calculate difference digit -- no borrow~~Calculate difference digit from 1 digit,1~~1~~1~~1,Calculate difference digit -- no borrow-1~~Calculate difference digit from 1 digit-1,1~~1
52,stu_42051b9bad,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,DigitAnswer-3,2008-09-10 14:09:24.0,2008-09-10 14:09:35.0,2008-09-10 14:09:35.0,2008-09-10 14:09:35.0,11.0,11.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter difference digit -- DON'T TRACK ME~~Calculate difference digit -- no borrow~~Calculate difference digit from 1 digit,2~~2~~2~~2,Calculate difference digit -- no borrow-1~~Calculate difference digit from 1 digit-1,2~~2
53,stu_42051b9bad,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,DigitAnswer-4,2008-09-10 14:09:35.0,2008-09-10 14:09:43.0,2008-09-10 14:09:43.0,2008-09-10 14:09:43.0,8.0,8.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter difference digit -- DON'T TRACK ME~~Calculate difference digit from 2 digits~~Calculate difference digit -- no borrow,3~~3~~1~~3,Calculate difference digit from 2 digits-1~~Calculate difference digit -- no borrow-1,1~~3
54,stu_42051b9bad,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,DigitAnswer-5,2008-09-10 14:09:43.0,2008-09-10 14:09:50.0,2008-09-10 14:09:50.0,2008-09-10 14:09:50.0,7.0,7.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter difference digit -- DON'T TRACK ME~~Calculate difference digit from 2 digits~~Calculate difference digit -- no borrow,4~~4~~2~~4,Calculate difference digit from 2 digits-1~~Calculate difference digit -- no borrow-1,2~~4
55,stu_42051b9bad,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,DigitAnswer-6,2008-09-10 14:09:50.0,2008-09-10 14:09:57.0,2008-09-10 14:09:57.0,2008-09-10 14:09:57.0,7.0,7.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter difference digit -- DON'T TRACK ME~~Calculate difference digit from 2 digits~~Calculate difference digit -- no borrow,5~~5~~3~~5,Calculate difference digit from 2 digits-1~~Calculate difference digit -- no borrow-1,3~~5
56,stu_42051b9bad,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,DigitAnswer-7,2008-09-10 14:09:57.0,2008-09-10 14:10:04.0,2008-09-10 14:10:04.0,2008-09-10 14:10:04.0,7.0,7.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter difference digit -- DON'T TRACK ME~~Calculate difference digit from 2 digits~~Calculate difference digit -- no borrow,6~~6~~4~~6,Calculate difference digit from 2 digits-1~~Calculate difference digit -- no borrow-1,4~~6
57,stu_42051b9bad,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,DigitAnswer-1,2008-09-10 14:08:44.0,2008-09-10 14:08:55.0,2008-09-10 14:10:12.0,2008-09-10 14:10:12.0,19.0,,19.0,0,1,0,1,Enter answer digit -- DON'T TRACK ME~~Enter difference digit -- DON'T TRACK ME~~Calculate difference digit -- no borrow,7~~7~~7,Calculate difference digit -- no borrow-1,7
58,stu_42051b9bad,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,CompleteAnswer,2008-09-10 14:10:12.0,2008-09-10 14:10:31.0,2008-09-10 14:10:31.0,2008-09-10 14:10:31.0,19.0,19.0,,1,0,0,1,,,,
59,stu_2c1c74fe58,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit1-2,2008-09-10 15:52:48.0,2008-09-10 15:53:43.0,2008-09-10 15:53:43.0,2008-09-10 15:53:43.0,55.0,55.0,,1,0,0,1,,,,
60,stu_2c1c74fe58,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit1-3,2008-09-10 15:53:43.0,2008-09-10 15:53:52.0,2008-09-10 15:53:52.0,2008-09-10 15:53:52.0,9.0,9.0,,1,0,0,1,,,,
61,stu_2c1c74fe58,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit1-4,2008-09-10 15:53:52.0,2008-09-10 15:53:59.0,2008-09-10 15:53:59.0,2008-09-10 15:53:59.0,7.0,7.0,,1,0,0,1,,,,
62,stu_2c1c74fe58,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit1-5,2008-09-10 15:53:59.0,2008-09-10 15:54:05.0,2008-09-10 15:54:05.0,2008-09-10 15:54:05.0,6.0,6.0,,1,0,0,1,,,,
63,stu_2c1c74fe58,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit1-6,2008-09-10 15:54:05.0,2008-09-10 15:54:11.0,2008-09-10 15:54:11.0,2008-09-10 15:54:11.0,6.0,6.0,,1,0,0,1,,,,
64,stu_2c1c74fe58,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit1-7,2008-09-10 15:54:11.0,2008-09-10 15:54:16.0,2008-09-10 15:54:16.0,2008-09-10 15:54:16.0,5.0,5.0,,1,0,0,1,,,,
65,stu_2c1c74fe58,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit2-7,2008-09-10 15:54:16.0,2008-09-10 15:54:44.0,2008-09-10 15:54:44.0,2008-09-10 15:54:44.0,28.0,28.0,,1,0,0,1,,,,
66,stu_2c1c74fe58,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit2-6,2008-09-10 15:54:44.0,2008-09-10 15:54:54.0,2008-09-10 15:54:54.0,2008-09-10 15:54:54.0,10.0,10.0,,1,0,0,1,,,,
67,stu_2c1c74fe58,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit2-5,2008-09-10 15:54:54.0,2008-09-10 15:55:06.0,2008-09-10 15:55:06.0,2008-09-10 15:55:06.0,12.0,12.0,,1,0,0,1,,,,
68,stu_2c1c74fe58,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-1",WHOLENUMOPS1-070,1,Digit2-4,2008-09-10 15:55:06.0,2008-09-10 15:55:14.0,2008-09-10 15:55:14.0,2008-09-10 15:55:14.0,8.0,8.0,,1,0,0,1,,,,
